"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Air passenger traffic at Canadian airports, annual","23100253","401-0044","https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2310025301",,"CURRENT - a cube available to the public and that is current","Annual","2008-01-01","2024-01-01","2",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Air passenger traffic",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Gander International, Newfoundland and Labrador","","27","101000","",,
"1","Voisey's Bay, Newfoundland and Labrador","","24321","101000","",,
"1","Saglek, Newfoundland and Labrador","","24322","101000","",,
"1","Charlottetown, Prince Edward Island","","63","102000","",,
"1","Summerside, Prince Edward Island","","188","102000","",,
"1","Halifax/Robert L Stanfield International, Nova Scotia","","21","103000","",,
"1","Fox Harbour, Nova Scotia","","24022","103000","",,
"1","Trenton, Nova Scotia","","5003","103000","",,
"1","Liverpool/South Shore Regional, Nova Scotia","","5048","103000","",,
"1","Port Hawkesbury, Nova Scotia","","5077","103000","",,
"1","Yarmouth, Nova Scotia","","170","103000","",,
"1","Sydney, Nova Scotia","","181","103000","",,
"1","Greenwood, Nova Scotia","","5633","103000","",,
"1","St Stephen, New Brunswick","","6415","104000","",,
"1","Florenceville, New Brunswick","","6600","104000","",,
"1","Edmunston, New Brunswick","","5021","104000","",,
"1","St Leonard, New Brunswick","","5051","104000","",,
"1","Charlo, New Brunswick","","62","104000","",,
"1","Miramichi, New Brunswick","","64","104000","",,
"1","Moncton/Greater Moncton International, New Brunswick","","91","104000","",,
"1","Saint John, New Brunswick","","129","104000","",,
"1","Bathurst, New Brunswick","","194","104000","",,
"1","Fredericton International, New Brunswick","","37","104000","",,
"1","Bagotville, Quebec","","6","105000","",,
"1","Baie-Comeau, Quebec","","7","105000","",,
"1","Lourdes-de-Blanc-Sablon, Quebec","","9","105000","",,
"1","Bonaventure, Quebec","","10","105000","",,
"1","Îles-de-la-Madeleine, Quebec","","15","105000","",,
"1","Inukjuak, Quebec","","16","105000","",,
"1","Havre St Pierre, Quebec","","19","105000","",,
"1","Île-aux-Grues, Quebec","","5295","105000","",,
"1","Kangiqsualujjuaq/Georges River, Quebec","","5353","105000","",,
"1","Quaqtaq, Quebec","","5354","105000","",,
"1","Umiujaq, Quebec","","5356","105000","",,
"1","La Tuque, Quebec","","5369","105000","",,
"1","St-Bruno-de-Guigues, Quebec","","6484","105000","",,
"1","Mont-Laurier, Quebec","","6501","105000","",,
"1","La Macaza/Mont-Tremblant International, Quebec","","23550","105000","",,
"1","Île au Ruau, Quebec","","23605","105000","",,
"1","Grosse Île, Quebec","","23672","105000","",,
"1","Fontanges, Quebec","","23694","105000","",,
"1","La Romaine, Quebec","","23947","105000","",,
"1","Ile Madame, Quebec","","24111","105000","",,
"1","Île Ste-Marguerite, Quebec","","24112","105000","",,
"1","Rivière Bonard, Quebec","","24216","105000","",,
"1","Caniapiscau, Quebec","","24242","105000","",,
"1","Rivière-au-Saumons, Quebec","","24473","105000","",,
"1","Lac au Loup-Marin, Quebec","","24618","105000","",,
"1","Esker Lake, Quebec","","24622","105000","",,
"1","Manicouagan, Quebec","","4112","105000","",,
"1","Ivujivik, Quebec","","4153","105000","",,
"1","Salluit, Quebec","","4197","105000","",,
"1","Puvirnituq, Quebec","","4199","105000","",,
"1","Roberval, Quebec","","4987","105000","",,
"1","Sorel, Quebec","","4988","105000","",,
"1","Montréal (St-Hubert)/Montréal Metropolitan, Quebec","","4991","105000","",,
"1","Chicoutimi/St-Honoré, Quebec","","4992","105000","",,
"1","Trois-Rivieres, Quebec","","5004","105000","",,
"1","Victoriaville, Quebec","","5010","105000","",,
"1","Waskaganish, Quebec","","5012","105000","",,
"1","Drummondville, Quebec","","5019","105000","",,
"1","Eastmain River, Quebec","","5020","105000","",,
"1","Wemindji, Quebec","","5025","105000","",,
"1","Lachute, Quebec","","5044","105000","",,
"1","Bromont, Quebec","","5066","105000","",,
"1","Alma, Quebec","","5073","105000","",,
"1","La Grande 3, Quebec","","5095","105000","",,
"1","La Sarre, Quebec","","5098","105000","",,
"1","Aupaluk, Quebec","","5153","105000","",,
"1","Tasiujaq, Quebec","","5212","105000","",,
"1","Chisasibi, Quebec","","42","105000","",,
"1","Forestville, Quebec","","49","105000","",,
"1","Chibougamau/Chapais, Quebec","","55","105000","",,
"1","Charlevoix, Quebec","","83","105000","",,
"1","Natashquan, Quebec","","85","105000","",,
"1","Mont-Joli, Quebec","","86","105000","",,
"1","Montréal/Pierre Elliott Trudeau International, Quebec","","87","105000","",,
"1","Montréal/Mirabel International, Quebec","","90","105000","",,
"1","Matagami, Quebec","","93","105000","",,
"1","Matane, Quebec","","94","105000","",,
"1","Kegashka, Quebec","","99","105000","",,
"1","La Grande Rivière, Quebec","","103","105000","",,
"1","St-Augustin, Quebec","","115","105000","",,
"1","Sept-Îles, Quebec","","120","105000","",,
"1","Sherbrooke, Quebec","","121","105000","",,
"1","Schefferville, Quebec","","128","105000","",,
"1","Rivière-au-Tonnerre, Quebec","","131","105000","",,
"1","Rivière-du-Loup, Quebec","","132","105000","",,
"1","Rouyn-Noranda, Quebec","","133","105000","",,
"1","Rimouski, Quebec","","139","105000","",,
"1","Québec/Jean Lesage International, Quebec","","141","105000","",,
"1","Port-Menier, Quebec","","146","105000","",,
"1","Kuujjuarapik, Quebec","","148","105000","",,
"1","Val-d'Or, Quebec","","168","105000","",,
"1","Tête-à-la-Baleine, Quebec","","173","105000","",,
"1","La Tabatière, Quebec","","183","105000","",,
"1","Chevery, Quebec","","185","105000","",,
"1","La Grande 4, Quebec","","5382","105000","",,
"1","Kangiqsujuaq/Wakeham Bay, Quebec","","5403","105000","",,
"1","Ste-Anne-des-Monts, Quebec","","5527","105000","",,
"1","Maniwaki, Quebec","","5628","105000","",,
"1","Akulivik, Quebec","","4204","105000","",,
"1","Dolbeau-St-Félicien, Quebec","","4689","105000","",,
"1","Kangirsuk, Quebec","","5178","105000","",,
"1","Lebel-Sur-Quevillon, Quebec","","5183","105000","",,
"1","Montmagny, Quebec","","5189","105000","",,
"1","Nemiscau, Quebec","","5192","105000","",,
"1","Amos Municipal, Quebec","","195","105000","",,
"1","Deception Bay, Quebec","","196","105000","",,
"1","Gaspé, Quebec","","28","105000","",,
"1","Ottawa/Gatineau, Quebec","","29","105000","",,
"1","Gethsemani, Quebec","","31","105000","",,
"1","Kuujjuaq, Quebec","","40","105000","",,
"1","Poste Montagnais (Mile 134), Quebec","","5646","105000","",,
"1","Joliette, Quebec","","5648","105000","",,
"1","Île d'Anticosti, Quebec","","6052","105000","",,
"1","Pabok, Quebec","","6159","105000","",,
"1","Kattiniq/Donaldson, Quebec","","6250","105000","",,
"1","Chute-des-Passes, Quebec","","6283","105000","",,
"1","Pourvoirie Mirage, Quebec","","24296","105000","",,
"1","Renard, Quebec","","24352","105000","",,
"1","Éléonore, Quebec","","24353","105000","",,
"1","Toronto/Buttonville Municipal, Ontario","","12","106000","",,
"1","North Spirit Lake, Ontario","","5291","106000","",,
"1","Poplar Hill, Ontario","","5302","106000","",,
"1","Peawanuck, Ontario","","5308","106000","",,
"1","Wunnummin Lake, Ontario","","5350","106000","",,
"1","Summer Beaver, Ontario","","5355","106000","",,
"1","Armstrong, Ontario","","5360","106000","",,
"1","Fort Hope, Ontario","","5365","106000","",,
"1","Opapimiskan Lake, Ontario","","6548","106000","",,
"1","Slate Falls, Ontario","","6555","106000","",,
"1","Atwood/Coghlin, Ontario","","24474","106000","",,
"1","Trenton/Mountainview, Ontario","","24475","106000","",,
"1","Parry Sound/Area Municipal, Ontario","","4108","106000","",,
"1","Kirkland Lake, Ontario","","4115","106000","",,
"1","Lansdowne House, Ontario","","4116","106000","",,
"1","Attawapiskat, Ontario","","4119","106000","",,
"1","Fort Frances Municipal, Ontario","","4135","106000","",,
"1","Cochrane, Ontario","","4145","106000","",,
"1","Cornwall Regional, Ontario","","4854","106000","",,
"1","Webequie, Ontario","","4864","106000","",,
"1","Sachigo Lake, Ontario","","4869","106000","",,
"1","Centralia, Ontario","","4880","106000","",,
"1","Gore Bay-Manitoulin, Ontario","","4937","106000","",,
"1","St Catharines, Ontario","","4957","106000","",,
"1","St Thomas, Ontario","","4995","106000","",,
"1","Cat Lake, Ontario","","4998","106000","",,
"1","Tillsonburg, Ontario","","5001","106000","",,
"1","Kitchener/Waterloo, Ontario","","5013","106000","",,
"1","Wiarton, Ontario","","5015","106000","",,
"1","Deer Lake, Ontario","","5016","106000","",,
"1","Hearst/Rene Fontaine Municipal, Ontario","","5036","106000","",,
"1","Hornepayne Municipal, Ontario","","5037","106000","",,
"1","Midland/Huronia, Ontario","","5056","106000","",,
"1","Brockville, Ontario","","5067","106000","",,
"1","Brantford, Ontario","","5068","106000","",,
"1","Oshawa, Ontario","","5070","106000","",,
"1","Big Trout Lake, Ontario","","5071","106000","",,
"1","Pelee Island, Ontario","","5078","106000","",,
"1","Chatham-Kent, Ontario","","5219","106000","",,
"1","Kingfisher Lake, Ontario","","5270","106000","",,
"1","Dryden/Regional, Ontario","","50","106000","",,
"1","Earlton/Timiskaming Regional, Ontario","","51","106000","",,
"1","Elliot Lake, Ontario","","54","106000","",,
"1","Chapleau, Ontario","","61","106000","",,
"1","Pembroke, Ontario","","75","106000","",,
"1","Ottawa/Macdonald-Cartier International, Ontario","","76","106000","",,
"1","North Bay, Ontario","","79","106000","",,
"1","Moosonee, Ontario","","88","106000","",,
"1","London, Ontario","","96","106000","",,
"1","Kenora, Ontario","","101","106000","",,
"1","Kingston, Ontario","","102","106000","",,
"1","Ottawa/Carp, Ontario","","111","106000","",,
"1","Kapuskasing, Ontario","","114","106000","",,
"1","Sioux Lookout, Ontario","","122","106000","",,
"1","Sarnia, Ontario","","125","106000","",,
"1","Sault Ste Marie, Ontario","","127","106000","",,
"1","Red Lake, Ontario","","135","106000","",,
"1","Wawa, Ontario","","152","106000","",,
"1","Peterborough, Ontario","","156","106000","",,
"1","Pickle Lake, Ontario","","157","106000","",,
"1","Windsor, Ontario","","160","106000","",,
"1","Toronto/Lester B Pearson International, Ontario","","161","106000","",,
"1","Toronto/Billy Bishop Toronto City, Ontario","","162","106000","",,
"1","Thunder Bay, Ontario","","178","106000","",,
"1","Sudbury, Ontario","","179","106000","",,
"1","Timmins, Ontario","","180","106000","",,
"1","Burlington Airpark, Ontario","","5385","106000","",,
"1","Kincardine, Ontario","","5558","106000","",,
"1","Smiths Falls/Montague (Russ Beach), Ontario","","5608","106000","",,
"1","Toronto/Downsview, Ontario","","5619","106000","",,
"1","Kashechewan, Ontario","","4218","106000","",,
"1","Kasabonika, Ontario","","4622","106000","",,
"1","Marathon, Ontario","","4625","106000","",,
"1","Round Lake-Weagamow Lake, Ontario","","4626","106000","",,
"1","Sandy Lake, Ontario","","4627","106000","",,
"1","Trenton, Ontario","","4661","106000","",,
"1","Collingwood, Ontario","","4683","106000","",,
"1","Goderich, Ontario","","4684","106000","",,
"1","Nakina, Ontario","","4687","106000","",,
"1","Fort Severn, Ontario","","4702","106000","",,
"1","Ogoki Post, Ontario","","4704","106000","",,
"1","Muskoka, Ontario","","4710","106000","",,
"1","Bearskin Lake, Ontario","","4851","106000","",,
"1","Muskrat Dam, Ontario","","5191","106000","",,
"1","Pikangikum, Ontario","","3676","106000","",,
"1","Hamilton, Ontario","","23","106000","",,
"1","Geraldton, Ontario","","30","106000","",,
"1","Fort Albany, Ontario","","39","106000","",,
"1","Barrie-Orillia-Lake Simcoe Regional, Ontario","","6051","106000","",,
"1","Wapekeka/Angling Lake, Ontario","","6077","106000","",,
"1","Tyendinaga/Mohawk, Ontario","","6078","106000","",,
"1","Stratford Municipal, Ontario","","6082","106000","",,
"1","Owen Sound/Billy Bishop Regional, Ontario","","6132","106000","",,
"1","Keewaywin, Ontario","","6235","106000","",,
"1","Victor Mine, Ontario","","24354","106000","",,
"1","Brandon Municipal, Manitoba","","11","107000","",,
"1","Island Lake, Manitoba","","18","107000","",,
"1","Pauingassi, Manitoba","","5298","107000","",,
"1","Arnes, Manitoba","","5361","107000","",,
"1","Snow Lake, Manitoba","","6363","107000","",,
"1","Morden Regional, Manitoba","","6432","107000","",,
"1","Virden, Manitoba","","6466","107000","",,
"1","Russell, Manitoba","","6560","107000","",,
"1","Grand Rapids, Manitoba","","6561","107000","",,
"1","Neepawa, Manitoba","","6562","107000","",,
"1","Big Sand Lake, Manitoba","","6567","107000","",,
"1","Sasaginnigak Lodge, Manitoba","","23695","107000","",,
"1","Oxford House, Manitoba","","4103","107000","",,
"1","Brochet, Manitoba","","4131","107000","",,
"1","Berens River, Manitoba","","4132","107000","",,
"1","Cross Lake/Charlie Sinclair Memorial, Manitoba","","4147","107000","",,
"1","Gods Lake Narrows, Manitoba","","4175","107000","",,
"1","Leaf Rapids, Manitoba","","4188","107000","",,
"1","South Indian Lake, Manitoba","","4853","107000","",,
"1","Ilford, Manitoba","","4860","107000","",,
"1","Lac Brochet, Manitoba","","4861","107000","",,
"1","Tadoule Lake, Manitoba","","4862","107000","",,
"1","York Landing, Manitoba","","4863","107000","",,
"1","Shamattawa, Manitoba","","4870","107000","",,
"1","Swan River, Manitoba","","4996","107000","",,
"1","Red Sucker Lake, Manitoba","","5060","107000","",,
"1","Winnipeg/St Andrews, Manitoba","","5111","107000","",,
"1","Selkirk, Manitoba","","5149","107000","",,
"1","Silver Falls, Manitoba","","5208","107000","",,
"1","Flin Flon, Manitoba","","47","107000","",,
"1","Churchill, Manitoba","","56","107000","",,
"1","Dauphin, Manitoba","","69","107000","",,
"1","Norway House, Manitoba","","80","107000","",,
"1","Lynn Lake, Manitoba","","97","107000","",,
"1","Winnipeg/James Armstrong Richardson International, Manitoba","","163","107000","",,
"1","The Pas, Manitoba","","175","107000","",,
"1","Thompson, Manitoba","","177","107000","",,
"1","Bloodvein River, Manitoba","","5381","107000","",,
"1","Gimli, Manitoba","","5412","107000","",,
"1","Laurie River, Manitoba","","5549","107000","",,
"1","St Theresa Point, Manitoba","","5556","107000","",,
"1","Steinbach, Manitoba","","5606","107000","",,
"1","Little Grand Rapids, Manitoba","","4216","107000","",,
"1","Gods River, Manitoba","","4419","107000","",,
"1","Portage La Prairie/Southport, Manitoba","","4696","107000","",,
"1","Pukatawagan, Manitoba","","4852","107000","",,
"1","Elk Island, Manitoba","","5168","107000","",,
"1","Jenpeg, Manitoba","","5177","107000","",,
"1","Kelsey, Manitoba","","5179","107000","",,
"1","Pikwitonei, Manitoba","","5196","107000","",,
"1","Poplar River, Manitoba","","5197","107000","",,
"1","Gillam, Manitoba","","32","107000","",,
"1","The Pas/Grace Lake, Manitoba","","5684","107000","",,
"1","Knee Lake, Manitoba","","6071","107000","",,
"1","Winnipeg, Manitoba","","6141","107000","",,
"1","Nejanilini Lake, Manitoba","","24295","107000","",,
"1","North Seal River, Manitoba","","24299","107000","",,
"1","Weyburn, Saskatchewan","","6370","108000","",,
"1","Maple Creek, Saskatchewan","","6429","108000","",,
"1","Shaunavon, Saskatchewan","","6430","108000","",,
"1","McArthur River, Saskatchewan","","23952","108000","",,
"1","Carlyle, Saskatchewan","","24071","108000","",,
"1","Charlot River, Saskatchewan","","24156","108000","",,
"1","Assiniboia, Saskatchewan","","24160","108000","",,
"1","Little Bear Lake, Saskatchewan","","24620","108000","",,
"1","Buffalo Narrows, Saskatchewan","","4980","108000","",,
"1","Swift Current, Saskatchewan","","4997","108000","",,
"1","La Loche, Saskatchewan","","5096","108000","",,
"1","Points North Landing, Saskatchewan","","5106","108000","",,
"1","La Ronge, Saskatchewan","","104","108000","",,
"1","Saskatoon/John G Diefenbaker International, Saskatchewan","","126","108000","",,
"1","Regina International, Saskatchewan","","136","108000","",,
"1","Prince Albert, Saskatchewan","","151","108000","",,
"1","Wollaston Lake, Saskatchewan","","165","108000","",,
"1","Uranium City, Saskatchewan","","166","108000","",,
"1","Yorkton, Saskatchewan","","172","108000","",,
"1","Stony Rapids, Saskatchewan","","174","108000","",,
"1","Gunnar Mine Airstrip, Saskatchewan","","24637","108000","",,
"1","Kindersley, Saskatchewan","","5431","108000","",,
"1","Cigar Lake, Saskatchewan","","5441","108000","",,
"1","Key Lake, Saskatchewan","","5497","108000","",,
"1","Hudson Bay, Saskatchewan","","5547","108000","",,
"1","Tisdale, Saskatchewan","","5602","108000","",,
"1","Estevan, Saskatchewan","","5634","108000","",,
"1","Collins Bay, Saskatchewan","","4682","108000","",,
"1","North Battleford, Saskatchewan","","186","108000","",,
"1","Moose Jaw, Saskatchewan","","190","108000","",,
"1","Fond du Lac, Saskatchewan","","193","108000","",,
"1","Meadow Lake, Saskatchewan","","5639","108000","",,
"1","Pinehouse Lake, Saskatchewan","","6121","108000","",,
"1","Calgary International, Alberta","","13","109000","",,
"1","Edson, Alberta","","5364","109000","",,
"1","High Prairie, Alberta","","5368","109000","",,
"1","Spirit River, Alberta","","6577","109000","",,
"1","Edmonton/Josephburg, Alberta","","6582","109000","",,
"1","Vermilion, Alberta","","6585","109000","",,
"1","Hanna, Alberta","","6588","109000","",,
"1","Hardisty, Alberta","","6594","109000","",,
"1","Cold Lake Regional, Alberta","","23973","109000","",,
"1","Donnelly, Alberta","","23990","109000","",,
"1","Conklin (Leismer), Alberta","","24006","109000","",,
"1","Oyen Municipal, Alberta","","24033","109000","",,
"1","Fort MacKay/Horizon, Alberta","","24094","109000","",,
"1","Kirby Lake, Alberta","","24130","109000","",,
"1","Fort MacKay/Firebag, Alberta","","24137","109000","",,
"1","La Crete, Alberta","","24158","109000","",,
"1","Fort MacKay/Albian, Alberta","","24171","109000","",,
"1","Christina Lake Aerodrome, Alberta","","24208","109000","",,
"1","Margaret Lake, Alberta","","24629","109000","",,
"1","Lloydminster, Alberta","","4118","109000","",,
"1","Bonnyville, Alberta","","4858","109000","",,
"1","Drayton Valley Industrial, Alberta","","4924","109000","",,
"1","Rocky Mountain House, Alberta","","4925","109000","",,
"1","Edmonton/Namao, Alberta","","4939","109000","",,
"1","Red Deer Regional, Alberta","","4986","109000","",,
"1","Edmonton/Villeneuve, Alberta","","5011","109000","",,
"1","Calgary/Springbank, Alberta","","5055","109000","",,
"1","Wabasca, Alberta","","5109","109000","",,
"1","Whitecourt, Alberta","","5110","109000","",,
"1","Slave Lake, Alberta","","5115","109000","",,
"1","Muskeg Tower, Alberta","","5288","109000","",,
"1","Fort Chipewyan, Alberta","","41","109000","",,
"1","Fort McMurray, Alberta","","43","109000","",,
"1","High Level, Alberta","","48","109000","",,
"1","Edmonton International, Alberta","","52","109000","",,
"1","Edmonton City Centre, Alberta","","53","109000","",,
"1","Cold Lake/Group Captain R.W. McNair, Alberta","","59","109000","",,
"1","Peace River, Alberta","","73","109000","",,
"1","Medicine Hat, Alberta","","92","109000","",,
"1","Lethbridge, Alberta","","98","109000","",,
"1","Jasper, Alberta","","112","109000","",,
"1","Rainbow Lake, Alberta","","143","109000","",,
"1","Wetaskiwin, Alberta","","5390","109000","",,
"1","Grande Cache, Alberta","","5488","109000","",,
"1","Lac La Biche, Alberta","","5501","109000","",,
"1","Pincher Creek, Alberta","","5511","109000","",,
"1","Trout Lake, Alberta","","5533","109000","",,
"1","Camrose, Alberta","","5569","109000","",,
"1","Athabasca, Alberta","","5573","109000","",,
"1","Manning, Alberta","","5600","109000","",,
"1","Jasper-Hinton, Alberta","","5623","109000","",,
"1","Fort McMurray/Mildred Lake, Alberta","","5624","109000","",,
"1","Fairview, Alberta","","5169","109000","",,
"1","Grande Prairie, Alberta","","25","109000","",,
"1","Primrose, Alberta","","5649","109000","",,
"1","Stettler, Alberta","","5664","109000","",,
"1","Cowley, Alberta","","6306","109000","",,
"1","Wainwright, Alberta","","6316","109000","",,
"1","Abbotsford, British Columbia","","1","110000","",,
"1","North Coast, British Columbia","","5290","110000","",,
"1","Nuchalitz, British Columbia","","5292","110000","",,
"1","Patricia Bay, British Columbia","","5297","110000","",,
"1","Montague Harbour, British Columbia","","5304","110000","",,
"1","Farewell Harbour, British Columbia","","5305","110000","",,
"1","Prideaux Haven, British Columbia","","5311","110000","",,
"1","Redonda Bay, British Columbia","","5315","110000","",,
"1","Refuge Cove, British Columbia","","5316","110000","",,
"1","Saltspring Island, British Columbia","","5318","110000","",,
"1","Shawl Cove, British Columbia","","5324","110000","",,
"1","Shoal Bay, British Columbia","","5325","110000","",,
"1","Squirrel Cove, British Columbia","","5333","110000","",,
"1","Tatla, British Columbia","","5337","110000","",,
"1","Thetis Island, British Columbia","","5340","110000","",,
"1","Telegraph Creek, British Columbia","","5376","110000","",,
"1","Bella Bella/Campbell Island, British Columbia","","6333","110000","",,
"1","Helmet, British Columbia","","6604","110000","",,
"1","Lillooet, British Columbia","","6665","110000","",,
"1","Port McNeill (Water), British Columbia","","6671","110000","",,
"1","Hot Springs Cove, British Columbia","","23926","110000","",,
"1","Comox (St Joseph's Hosp) (Heli), British Columbia","","24009","110000","",,
"1","Tofino Harbour, British Columbia","","24048","110000","",,
"1","Port Washington (Water), British Columbia","","24050","110000","",,
"1","Sonora Resort (Water), British Columbia","","24091","110000","",,
"1","Jervis Inlet, British Columbia","","24123","110000","",,
"1","Swanson Island, British Columbia","","24124","110000","",,
"1","Central Coast, British Columbia","","24126","110000","",,
"1","Quadra Island, British Columbia","","24191","110000","",,
"1","Thormanby Island, British Columbia","","24556","110000","",,
"1","Bargain Harbour SB 24, British Columbia","","24609","110000","",,
"1","Megin Lake, British Columbia","","24613","110000","",,
"1","Hornby Island, British Columbia","","24616","110000","",,
"1","Port Alberni, British Columbia","","4107","110000","",,
"1","Klemtu, British Columbia","","4111","110000","",,
"1","Gold River, British Columbia","","4144","110000","",,
"1","Texada-Gillies Bay, British Columbia","","4165","110000","",,
"1","Vernon, British Columbia","","4177","110000","",,
"1","Wakeman Sound, British Columbia","","4180","110000","",,
"1","Victoria Harbour, British Columbia","","4181","110000","",,
"1","Sullivan Bay, British Columbia","","4195","110000","",,
"1","Port Alice, British Columbia","","4200","110000","",,
"1","Qualicum Beach, British Columbia","","4898","110000","",,
"1","Tofino, British Columbia","","5002","110000","",,
"1","Boundary Bay, British Columbia","","5069","110000","",,
"1","Pitt Meadows, British Columbia","","5075","110000","",,
"1","Dease Lake, British Columbia","","5084","110000","",,
"1","Langley, British Columbia","","5100","110000","",,
"1","Mackenzie, British Columbia","","5102","110000","",,
"1","Bamfield, British Columbia","","5154","110000","",,
"1","Sointula, British Columbia","","5210","110000","",,
"1","Surge Narrows, British Columbia","","5211","110000","",,
"1","Campbell River Harbour, British Columbia","","5217","110000","",,
"1","Stuart Island, British Columbia","","5221","110000","",,
"1","April Point, British Columbia","","5227","110000","",,
"1","Arran Rapids, British Columbia","","5228","110000","",,
"1","Bliss Landing, British Columbia","","5233","110000","",,
"1","Charlotte, British Columbia","","5241","110000","",,
"1","Dent Island, British Columbia","","5246","110000","",,
"1","Echo Bay, British Columbia","","5251","110000","",,
"1","Greenway Sound, British Columbia","","5257","110000","",,
"1","Gulf Islands, British Columbia","","5258","110000","",,
"1","Lyall Harbour, British Columbia","","5274","110000","",,
"1","Malibu Peninsula, British Columbia","","5276","110000","",,
"1","Miners Bay, British Columbia","","5280","110000","",,
"1","Mink Island, British Columbia","","5281","110000","",,
"1","Mooyah Bay, British Columbia","","5285","110000","",,
"1","New Westminster, British Columbia","","5289","110000","",,
"1","Fort Nelson, British Columbia","","45","110000","",,
"1","Castlegar, British Columbia","","60","110000","",,
"1","Comox, British Columbia","","65","110000","",,
"1","Cranbrook, British Columbia","","68","110000","",,
"1","Dawson Creek, British Columbia","","71","110000","",,
"1","Ocean Falls, British Columbia","","81","110000","",,
"1","Nanaimo, British Columbia","","84","110000","",,
"1","Kelowna, British Columbia","","100","110000","",,
"1","Campbell River, British Columbia","","105","110000","",,
"1","Kamloops, British Columbia","","113","110000","",,
"1","Salmon Arm, British Columbia","","116","110000","",,
"1","Stewart, British Columbia","","119","110000","",,
"1","Smithers, British Columbia","","123","110000","",,
"1","K’il Kun Xidgwangs Daanaay (Sandspit), British Columbia","","130","110000","",,
"1","Prince Rupert, British Columbia","","140","110000","",,
"1","Quesnel, British Columbia","","142","110000","",,
"1","Port Hardy, British Columbia","","145","110000","",,
"1","Powell River, British Columbia","","149","110000","",,
"1","Prince George, British Columbia","","153","110000","",,
"1","Penticton, British Columbia","","154","110000","",,
"1","Williams Lake, British Columbia","","158","110000","",,
"1","Vancouver International, British Columbia","","169","110000","",,
"1","Victoria International, British Columbia","","171","110000","",,
"1","Terrace, British Columbia","","182","110000","",,
"1","Whistler Municipal, British Columbia","","5416","110000","",,
"1","Nootka, British Columbia","","5419","110000","",,
"1","Nimmo, British Columbia","","5420","110000","",,
"1","Sakinaw Lake, British Columbia","","5442","110000","",,
"1","Rendezvous Island, British Columbia","","5446","110000","",,
"1","Maple Bay, British Columbia","","5447","110000","",,
"1","Bob Quinn Lake, British Columbia","","5448","110000","",,
"1","Gorge Harbour, British Columbia","","5450","110000","",,
