group,day,team_1,team_2,date,stadium,hour_utc,apparent_temperature,stad_elevation,camp_elev_t1,camp_elev_t2
I,3,Norway,France,2026-06-27,AT&T Stadium,2,32.826666666666675,193,249,64
I,3,Senegal,Iraq,2026-06-27,Estadio BBVA,2,29.60666666666667,494,38,663
J,1,Argentina,Algeria,2026-06-14,BC Place,22,15.346666666666668,18,281,287
J,1,Austria,Jordan,2026-06-14,Levi's Stadium,19,23.026666666666664,3,22,54
J,2,Argentina,Austria,2026-06-20,Lumen Field,22,18.273333333333333,10,281,22
J,2,Jordan,Algeria,2026-06-20,BC Place,20,16.866666666666667,18,54,287
J,3,Jordan,Argentina,2026-06-24,BC Place,22,20.766666666666666,18,54,281
J,3,Algeria,Austria,2026-06-24,Lumen Field,22,21.73333333333333,10,287,22
K,1,Portugal,DR Congo,2026-06-14,Estadio Azteca,20,24.8,2251,5,13
K,1,Uzbekistan,Colombia,2026-06-15,Estadio BBVA,4,29.8,494,338,1566
K,2,Portugal,Uzbekistan,2026-06-20,Estadio Azteca,19,24.753333333333337,2251,5,338
K,2,Colombia,DR Congo,2026-06-19,Estadio Akron,0,23.660000000000004,1665,1566,13
K,3,DR Congo,Uzbekistan,2026-06-27,Estadio Azteca,0,17.84666666666667,2251,13,338
K,3,Colombia,Portugal,2026-06-27,Estadio Akron,0,22.01333333333333,1665,1566,5
L,1,England,Croatia,2026-06-16,BMO Field,19,23.633333333333333,83,281,15
L,1,Ghana,Panama,2026-06-16,Gillette Stadium,22,19.99333333333333,84,126,221
L,2,England,Ghana,2026-06-20,Gillette Stadium,19,27.046666666666663,84,281,126
L,2,Panama,Croatia,2026-06-20,BMO Field,22,24.546666666666667,83,221,15
L,3,Panama,England,2026-06-24,BMO Field,22,26.920000000000005,83,221,281
L,3,Croatia,Ghana,2026-06-24,MetLife Stadium,22,25.12666666666667,4,15,126
