group,day,team_1,team_2,date,stadium,hour_utc,apparent_temperature,stad_elevation,camp_elev_t1,camp_elev_t2
F,3,Tunisia,Netherlands,2026-06-27,Arrowhead Stadium,23,29.913333333333338,259,479,227
G,1,Belgium,Egypt,2026-06-11,BC Place,21,15.086666666666668,18,42,584
G,1,Iran,New Zealand,2026-06-11,SoFi Stadium,20,24.02,38,164,66
G,2,New Zealand,Egypt,2026-06-15,BC Place,21,15.013333333333334,18,66,584
G,2,Belgium,Iran,2026-06-15,Lumen Field,20,15.453333333333331,10,42,164
G,3,New Zealand,Belgium,2026-06-24,Lumen Field,20,21.026666666666667,10,66,42
G,3,Egypt,Iran,2026-06-24,BMO Field,20,27.573333333333338,83,584,164
H,1,Spain,Cape Verde,2026-06-11,Lincoln Financial Field,20,24.24666666666667,1,270,13
H,1,Saudi Arabia,Uruguay,2026-06-12,NRG Stadium,17,35.03333333333333,14,233,14
H,2,Spain,Saudi Arabia,2026-06-18,AT&T Stadium,17,33.60666666666667,193,270,233
H,2,Uruguay,Cape Verde,2026-06-18,NRG Stadium,21,36.266666666666666,14,14,13
H,3,Cape Verde,Saudi Arabia,2026-06-24,NRG Stadium,19,38.50666666666666,14,13,233
H,3,Uruguay,Spain,2026-06-24,Levi's Stadium,19,23.86666666666667,3,14,270
I,1,Iraq,Norway,2026-06-14,BMO Field,20,21.14,83,663,249
I,1,France,Senegal,2026-06-14,SoFi Stadium,22,24.51333333333333,38,64,38
I,2,Norway,Senegal,2026-06-18,Lumen Field,22,16.026666666666664,10,249,38
I,2,France,Iraq,2026-06-18,MetLife Stadium,19,26.14,4,64,663
I,3,Norway,France,2026-06-27,Gillette Stadium,20,25.42,84,249,64
I,3,Senegal,Iraq,2026-06-27,NRG Stadium,20,38.32000000000001,14,38,663
J,1,Argentina,Algeria,2026-06-12,AT&T Stadium,17,32.71333333333334,193,281,287
J,1,Austria,Jordan,2026-06-12,Lumen Field,20,16.71333333333333,10,22,54
J,2,Argentina,Austria,2026-06-18,Levi's Stadium,22,25.55333333333333,3,281,22
J,2,Jordan,Algeria,2026-06-18,BC Place,20,15.333333333333334,18,54,287
J,3,Jordan,Argentina,2026-06-24,SoFi Stadium,20,25.726666666666667,38,54,281
J,3,Algeria,Austria,2026-06-24,BC Place,20,19.886666666666663,18,287,22
K,1,Portugal,DR Congo,2026-06-11,Hard Rock Stadium,22,32.38666666666667,5,5,13
K,1,Uzbekistan,Colombia,2026-06-11,Mercedes-Benz Stadium,16,28.980000000000008,316,338,1566
K,2,Portugal,Uzbekistan,2026-06-15,NRG Stadium,17,37.18,14,5,338
K,2,Colombia,DR Congo,2026-06-15,Levi's Stadium,21,24.446666666666665,3,1566,13
K,3,DR Congo,Uzbekistan,2026-06-21,AT&T Stadium,17,35.89333333333333,193,13,338
K,3,Colombia,Portugal,2026-06-21,NRG Stadium,17,35.41333333333333,14,1566,5
L,1,England,Croatia,2026-06-14,Lincoln Financial Field,22,25.866666666666667,1,281,15
L,1,Ghana,Panama,2026-06-14,Gillette Stadium,23,19.593333333333337,84,126,221
L,2,England,Ghana,2026-06-19,Gillette Stadium,19,26.31333333333333,84,281,126
L,2,Panama,Croatia,2026-06-20,Lincoln Financial Field,22,28.573333333333338,1,221,15
L,3,Panama,England,2026-06-24,AT&T Stadium,22,37.47333333333333,193,221,281
L,3,Croatia,Ghana,2026-06-24,MetLife Stadium,22,25.12666666666667,4,15,126
