group,day,team_1,team_2,date,stadium,hour_utc,apparent_temperature,stad_elevation,camp_elev_t1,camp_elev_t2
E,1,Germany,Curaçao,2026-06-14,Hard Rock Stadium,22,32.34666667,5,292,8
E,1,Ivory Coast,Ecuador,2026-06-15,MetLife Stadium,18,23.82666667,4,10,225
E,2,Ecuador,Curaçao,2026-06-20,Hard Rock Stadium,1,30.21333333,5,225,8
E,2,Germany,Ivory Coast,2026-06-21,MetLife Stadium,22,26.11333333,4,292,10
E,3,Ecuador,Germany,2026-06-27,Arrowhead Stadium,22,30.78666667,259,225,292
E,3,Curaçao,Ivory Coast,2026-06-27,Levi's Stadium,22,24.92666667,3,8,10
F,1,Netherlands,Japan,2026-06-12,SoFi Stadium,7,17.16666667,38,227,155
F,1,Sweden,Tunisia,2026-06-11,AT&T Stadium,22,32.92,193,186,479
F,2,Netherlands,Sweden,2026-06-18,AT&T Stadium,18,34.98666667,193,227,186
F,2,Tunisia,Japan,2026-06-18,SoFi Stadium,7,18.69333333,38,479,155
F,3,Japan,Sweden,2026-06-27,BC Place,7,18.08666667,18,155,186
F,3,Tunisia,Netherlands,2026-06-27,SoFi Stadium,7,18.82,38,479,227
G,1,Belgium,Egypt,2026-06-11,BC Place,7,12.80666667,18,42,584
G,1,Iran,New Zealand,2026-06-11,BMO Field,20,19.82666667,83,164,66
G,2,New Zealand,Egypt,2026-06-17,Levi's Stadium,6,16.37333333,3,66,584
G,2,Belgium,Iran,2026-06-18,BC Place,7,11.82,18,42,164
G,3,New Zealand,Belgium,2026-06-24,MetLife Stadium,20,26.43333333,4,66,42
G,3,Egypt,Iran,2026-06-24,Gillette Stadium,20,27.54666667,84,584,164
H,1,Spain,Cape Verde,2026-06-11,Hard Rock Stadium,22,32.38666667,5,270,13
H,1,Saudi Arabia,Uruguay,2026-06-11,NRG Stadium,18,36.78666667,14,233,14
H,2,Spain,Saudi Arabia,2026-06-15,AT&T Stadium,18,35.29333333,193,270,233
H,2,Uruguay,Cape Verde,2026-06-15,NRG Stadium,1,31.58666667,14,14,13
H,3,Cape Verde,Saudi Arabia,2026-06-24,NRG Stadium,20,38.15333333,14,13,233
H,3,Uruguay,Spain,2026-06-24,Hard Rock Stadium,20,34.1,5,14,270
I,1,Iraq,Norway,2026-06-11,Gillette Stadium,19,22.42,84,663,249
I,1,France,Senegal,2026-06-11,Lumen Field,22,17.93333333,10,64,38
I,2,Norway,Senegal,2026-06-18,MetLife Stadium,22,23.28666667,4,249,38
I,2,France,Iraq,2026-06-17,BMO Field,16,22.86,83,64,663
I,3,Norway,France,2026-06-24,BMO Field,16,26.91333333,83,249,64
I,3,Senegal,Iraq,2026-06-24,Lincoln Financial Field,16,29.37333333,1,38,663
J,1,Argentina,Algeria,2026-06-12,Arrowhead Stadium,18,28.74,259,281,287
J,1,Austria,Jordan,2026-06-11,Levi's Stadium,7,14.78,3,22,54
J,2,Argentina,Austria,2026-06-21,Levi's Stadium,22,26.6,3,281,22
J,2,Jordan,Algeria,2026-06-21,SoFi Stadium,7,17.84,38,54,287
J,3,Jordan,Argentina,2026-06-27,MetLife Stadium,16,26.12666667,4,54,281
J,3,Algeria,Austria,2026-06-27,Lincoln Financial Field,16,28.72,1,287,22
K,1,Portugal,DR Congo,2026-06-17,Hard Rock Stadium,21,32.74,5,5,13
K,1,Uzbekistan,Colombia,2026-06-16,Arrowhead Stadium,4,26.56,259,338,1566
K,2,Portugal,Uzbekistan,2026-06-21,Lincoln Financial Field,16,28.59333333,1,5,338
K,2,Colombia,DR Congo,2026-06-21,NRG Stadium,22,34.34,14,1566,13
K,3,DR Congo,Uzbekistan,2026-06-27,NRG Stadium,18,37.85333333,14,13,338
K,3,Colombia,Portugal,2026-06-27,Hard Rock Stadium,18,35.68666667,5,1566,5
L,1,England,Croatia,2026-06-14,Lincoln Financial Field,19,27.07333333,1,281,15
L,1,Ghana,Panama,2026-06-14,Gillette Stadium,23,19.59333333,84,126,221
L,2,England,Ghana,2026-06-21,Gillette Stadium,16,26.06,84,281,126
L,2,Panama,Croatia,2026-06-21,Lumen Field,22,22.32,10,221,15
L,3,Panama,England,2026-06-27,AT&T Stadium,22,36.66,193,221,281
L,3,Croatia,Ghana,2026-06-27,Lumen Field,22,25.08666667,10,15,126
