group,day,team_1,team_2,date,stadium,hour_utc,apparent_temperature,stad_elevation,camp_elev_t1,camp_elev_t2
D,3,Türkiye,USA,2026-06-27,SoFi Stadium,6,19.02666667,38,405,82
E,1,Germany,Curaçao,2026-06-14,Lumen Field,22,16.52,10,292,8
E,1,Ivory Coast,Ecuador,2026-06-13,SoFi Stadium,22,23.39333333,38,10,225
E,2,Ecuador,Curaçao,2026-06-18,Levi's Stadium,23,24.14666667,3,225,8
E,2,Germany,Ivory Coast,2026-06-19,SoFi Stadium,22,23.61333333,38,292,10
E,3,Ecuador,Germany,2026-06-23,SoFi Stadium,22,23.77333333,38,225,292
E,3,Curaçao,Ivory Coast,2026-06-23,Levi's Stadium,22,25.86666667,3,8,10
F,1,Netherlands,Japan,2026-06-14,BC Place,7,11.03333333,18,227,155
F,1,Sweden,Tunisia,2026-06-15,Levi's Stadium,22,23.99333333,3,186,479
F,2,Netherlands,Sweden,2026-06-21,Lumen Field,22,22.32,10,227,186
F,2,Tunisia,Japan,2026-06-21,BC Place,7,14.52,18,479,155
F,3,Japan,Sweden,2026-06-27,Lumen Field,7,16.49333333,10,155,186
F,3,Tunisia,Netherlands,2026-06-27,BC Place,7,18.08666667,18,479,227
G,1,Belgium,Egypt,2026-06-12,Estadio Azteca,21,23.88,2251,42,584
G,1,Iran,New Zealand,2026-06-12,Estadio Akron,5,19.96,1665,164,66
G,2,New Zealand,Egypt,2026-06-17,Estadio Akron,6,18.93333333,1665,66,584
G,2,Belgium,Iran,2026-06-18,Estadio Azteca,19,22.96666667,2251,42,164
G,3,New Zealand,Belgium,2026-06-24,NRG Stadium,20,38.15333333,14,66,42
G,3,Egypt,Iran,2026-06-24,Estadio Azteca,20,22.28666667,2251,584,164
H,1,Spain,Cape Verde,2026-06-13,Gillette Stadium,19,26.72,84,270,13
H,1,Saudi Arabia,Uruguay,2026-06-14,Lincoln Financial Field,18,26.62666667,1,233,14
H,2,Spain,Saudi Arabia,2026-06-20,MetLife Stadium,16,26.92,4,270,233
H,2,Uruguay,Cape Verde,2026-06-20,Lincoln Financial Field,19,29.84,1,14,13
H,3,Cape Verde,Saudi Arabia,2026-06-24,Lincoln Financial Field,18,30.93333333,1,13,233
H,3,Uruguay,Spain,2026-06-24,MetLife Stadium,18,28.08666667,4,14,270
I,1,Iraq,Norway,2026-06-14,BMO Field,17,21.36666667,83,663,249
I,1,France,Senegal,2026-06-14,MetLife Stadium,22,22.2,4,64,38
I,2,Norway,Senegal,2026-06-20,Gillette Stadium,22,24.94,84,249,38
I,2,France,Iraq,2026-06-20,BMO Field,16,24.04666667,83,64,663
I,3,Norway,France,2026-06-24,BMO Field,16,26.91333333,83,249,64
I,3,Senegal,Iraq,2026-06-24,Gillette Stadium,16,27.78,84,38,663
J,1,Argentina,Algeria,2026-06-11,Mercedes-Benz Stadium,22,28.93333333,316,281,287
J,1,Austria,Jordan,2026-06-11,Arrowhead Stadium,18,31.32,259,22,54
J,2,Argentina,Austria,2026-06-15,AT&T Stadium,22,34.86666667,193,281,22
J,2,Jordan,Algeria,2026-06-15,Arrowhead Stadium,18,32.35333333,259,54,287
J,3,Jordan,Argentina,2026-06-27,AT&T Stadium,18,37.44666667,193,54,281
J,3,Algeria,Austria,2026-06-27,Arrowhead Stadium,18,30.78,259,287,22
K,1,Portugal,DR Congo,2026-06-11,NRG Stadium,22,35.85333333,14,5,13
K,1,Uzbekistan,Colombia,2026-06-11,AT&T Stadium,4,28.43333333,193,338,1566
K,2,Portugal,Uzbekistan,2026-06-18,AT&T Stadium,18,34.98666667,193,5,338
K,2,Colombia,DR Congo,2026-06-18,NRG Stadium,22,35.15333333,14,1566,13
K,3,DR Congo,Uzbekistan,2026-06-24,Arrowhead Stadium,18,32.4,259,13,338
K,3,Colombia,Portugal,2026-06-24,AT&T Stadium,18,37.72666667,193,1566,5
L,1,England,Croatia,2026-06-12,Levi's Stadium,22,26.29333333,3,281,15
L,1,Ghana,Panama,2026-06-11,Lumen Field,23,18.09333333,10,126,221
L,2,England,Ghana,2026-06-18,BC Place,22,16.07333333,18,281,126
L,2,Panama,Croatia,2026-06-17,Lumen Field,22,17.69333333,10,221,15
L,3,Panama,England,2026-06-24,BC Place,22,20.76666667,18,221,281
L,3,Croatia,Ghana,2026-06-24,Lumen Field,22,21.73333333,10,15,126
