group,day,team_1,team_2,date,stadium,hour_utc,apparent_temperature,stad_elevation,camp_elev_t1,camp_elev_t2
J,2,Jordan,Algeria,2026-06-18,Estadio Azteca,19,22.96666667,2251,54,287
J,3,Jordan,Argentina,2026-06-23,Estadio Akron,2,20.96666667,1665,54,281
J,3,Algeria,Austria,2026-06-23,Estadio BBVA,2,29.55333333,494,287,22
K,1,Portugal,DR Congo,2026-06-15,Levi's Stadium,22,23.99333333,3,5,13
K,1,Uzbekistan,Colombia,2026-06-15,BC Place,3,14.16666667,18,338,1566
K,2,Portugal,Uzbekistan,2026-06-21,BC Place,3,18.08666667,18,5,338
K,2,Colombia,DR Congo,2026-06-21,Lumen Field,22,22.32,10,1566,13
K,3,DR Congo,Uzbekistan,2026-06-27,Lumen Field,22,25.08666667,10,13,338
K,3,Colombia,Portugal,2026-06-27,BC Place,22,23.92666667,18,1566,5
L,1,England,Croatia,2026-06-12,Arrowhead Stadium,18,28.74,259,281,15
L,1,Ghana,Panama,2026-06-11,AT&T Stadium,23,32.09333333,193,126,221
L,2,England,Ghana,2026-06-17,AT&T Stadium,23,34.14,193,281,126
L,2,Panama,Croatia,2026-06-18,NRG Stadium,18,35.86,14,221,15
L,3,Panama,England,2026-06-24,AT&T Stadium,22,37.47333333,193,221,281
L,3,Croatia,Ghana,2026-06-24,NRG Stadium,22,36.48666667,14,15,126
